HomeTeam,AwayTeam,HG,AG,HP,AP,HTS,ATS,HBS,ABS,HC,AC,HOFF,AOFF,HTP,ATP,HKP,AKP,HAP,AAP,HAC,AAC,HALB,AALB,HT,AT,HT,AT,HT,AT,HGS,AGS,Resultado
Real Madrid,RCD Mallorca,4,1,69%,31%,22,7,1,4,3,0,1,3,649,294,19,3,596 (91%),241 (81%),1 (14%),1 (8%),21 (72%),28 (43%),12,20,4,12,5,17,1,3,3
Atlético Madrid,Celta de Vigo,4,1,46%,54%,10,14,4,6,4,7,0,1,464,541,9,11,384 (82%),471 (87%),2 (28%),5 (20%),37 (51%),40 (68%),15,13,12,9,24,11,2,1,3
Cádiz CF,FC Barcelona,0,4,29%,71%,16,0,2,5,6,3,3,0,219,568,2,9,142 (64%),482 (84%),3 (20%),1 (10%),26 (36%),52 (65%),17,9,12,7,16,18,4,0,-4
Royal Espanyol,Sevilla FC,2,3,60%,40%,19,11,5,3,1,0,9,3,406,298,14,8,332 (81%),222 (74%),9 (23%),1 (11%),53 (63%),27 (34%),11,18,9,8,12,34,4,3,-1
Rayo Vallecano,València CF,2,1,46%,54%,14,17,3,7,7,7,1,2,289,345,8,14,206 (71%),266 (77%),5 (20%),9 (39%),28 (32%),30 (44%),16,17,11,6,19,28,3,5,1
Girona FC,Real Valladolid,2,1,44%,56%,14,14,1,7,3,12,3,0,358,437,13,13,277 (77%),367 (83%),7 (53%),4 (14%),20 (40%),41 (52%),23,16,9,16,25,17,3,3,1
València CF,Getafe CF,5,1,70%,30%,24,10,1,9,1,1,1,1,546,224,18,5,482 (88%),161 (71%),8 (36%),3 (20%),42 (62%),29 (39%),10,6,8,4,7,15,3,4,4
Villarreal CF,Elche,4,0,54%,46%,18,10,2,3,6,4,5,2,472,403,11,5,411 (87%),356 (88%),2 (13%),2 (8%),35 (50%),23 (47%),21,19,3,11,14,20,0,6,4
Athletic Bilbao,Royal Espanyol,0,1,66%,34%,17,11,4,3,4,2,3,2,558,288,15,8,467 (83%),192 (66%),8 (25%),2 (22%),28 (50%),32 (31%),14,16,6,21,12,36,1,3,-1
CA Osasuna,Rayo Vallecano,2,1,46%,54%,13,3,1,4,0,3,2,2,329,389,10,2,233 (70%),302 (77%),6 (33%),1 (8%),29 (32%),46 (46%),16,14,10,11,12,21,2,3,1
Sevilla FC,FC Barcelona,0,3,46%,54%,18,10,3,1,4,4,6,2,367,447,7,13,286 (77%),372 (83%),6 (40%),2 (20%),28 (41%),37 (48%),21,11,17,13,8,10,2,4,-3
Real Sociedad,Atlético Madrid,1,1,55%,45%,12,15,6,5,7,7,4,0,437,362,9,11,343 (78%),270 (74%),3 (21%),5 (35%),41 (45%),22 (28%),21,16,8,8,8,19,6,4,0
Real Madrid,Real Betis Balompié,2,1,50%,50%,22,12,5,2,9,2,2,3,495,519,19,7,446 (90%),456 (87%),5 (31%),1 (20%),27 (65%),29 (54%),24,28,12,8,3,16,3,2,1
RCD Mallorca,Girona FC,1,1,52%,48%,10,10,1,0,0,1,6,3,410,390,9,5,347 (84%),328 (84%),6 (31%),2 (22%),23 (47%),13 (30%),17,11,7,9,15,13,3,3,0
Celta de Vigo,Cádiz CF,3,0,58%,42%,1,4,2,2,4,1,1,2,530,382,8,7,452 (85%),299 (78%),2 (13%),7 (58%),50 (51%),26 (37%),22,18,7,9,10,9,0,2,3
Cádiz CF,Athletic Bilbao,0,4,37%,63%,20,10,4,2,0,6,0,3,334,569,7,15,257 (76%),497 (87%),1 (7%),7 (36%),41 (57%),46 (62%),12,15,9,6,14,16,5,3,-4
Royal Espanyol,Real Madrid,1,3,36%,64%,15,19,5,10,7,7,0,6,303,555,11,17,235 (77%),499 (89%),3 (17%),7 (38%),39 (47%),31 (52%),22,8,6,5,18,12,3,3,-2
FC Barcelona,Real Valladolid,4,0,68%,32%,24,7,1,14,4,1,3,1,637,304,19,5,570 (89%),221 (72%),7 (23%),5 (50%),37 (71%),18 (33%),15,22,7,9,3,26,2,5,4
Getafe CF,Villarreal CF,0,0,35%,65%,11,2,2,1,4,5,0,1,263,480,3,11,197 (74%),408 (85%),2 (20%),5 (41%),31 (40%),22 (61%),15,7,2,7,13,9,6,2,0
UD Almería,Sevilla FC,2,1,31%,69%,11,13,1,2,5,2,4,5,245,547,7,9,172 (70%),482 (88%),2 (14%),8 (36%),28 (36%),26 (50%),9,7,6,4,16,7,4,3,1
Rayo Vallecano,RCD Mallorca,0,2,65%,35%,15,11,3,7,3,1,2,1,536,302,11,7,449 (83%),224 (74%),8 (17%),1 (10%),49 (66%),24 (32%),14,8,10,18,10,38,2,0,-2
Elche,Real Sociedad,0,1,44%,56%,12,4,3,4,6,2,4,3,372,469,10,4,296 (79%),396 (84%),2 (15%),1 (8%),30 (46%),24 (44%),17,26,7,11,14,14,4,5,-1
Real Betis Balompié,CA Osasuna,1,0,55%,45%,12,2,2,2,4,2,1,0,464,367,4,9,381 (82%),287 (78%),0 (0%),5 (20%),25 (42%),25 (36%),14,17,11,10,27,14,2,0,1
Girona FC,Celta de Vigo,0,1,54%,46%,11,11,5,1,2,4,1,1,517,452,8,9,440 (85%),366 (80%),6 (33%),4 (30%),44 (55%),38 (41%),20,15,5,7,13,10,5,3,-1
Elche,UD Almería,1,1,54%,46%,13,12,5,4,6,5,7,3,423,360,13,10,353 (83%),291 (80%),5 (21%),3 (25%),31 (44%),22 (47%),14,11,8,11,11,22,6,2,0
Real Sociedad,FC Barcelona,1,4,42%,58%,10,15,2,5,4,6,5,1,380,549,6,13,311 (81%),495 (90%),3 (30%),2 (25%),18 (56%),36 (56%),25,20,5,12,11,12,3,4,-3
Atlético Madrid,Villarreal CF,0,2,44%,56%,13,19,2,9,5,6,2,1,473,491,11,10,410 (86%),443 (90%),7 (23%),3 (33%),18 (43%),41 (62%),18,6,2,12,10,31,3,5,-2
Athletic Bilbao,València CF,1,0,42%,58%,12,10,4,4,6,3,6,0,301,511,6,8,225 (74%),432 (84%),3 (17%),7 (25%),22 (32%),33 (44%),17,15,10,7,22,15,0,1,1
Celta de Vigo,Real Madrid,1,4,51%,49%,15,16,5,4,1,1,2,2,543,538,11,13,479 (88%),475 (88%),7 (30%),1 (14%),26 (59%),28 (60%),13,14,7,15,11,20,3,1,-3
RCD Mallorca,Real Betis Balompié,1,2,47%,53%,13,3,1,0,2,5,2,4,350,403,10,4,277 (79%),329 (81%),4 (19%),3 (21%),29 (48%),26 (39%),17,10,14,8,13,19,1,6,-1
CA Osasuna,Cádiz CF,2,0,56%,44%,16,5,4,2,0,2,2,0,413,335,10,5,313 (75%),246 (73%),10 (45%),1 (11%),57 (49%),32 (38%),13,15,14,7,14,30,2,2,2
Sevilla FC,Real Valladolid,1,1,62%,38%,18,11,5,1,12,2,4,4,452,303,15,6,384 (84%),225 (74%),10 (25%),1 (20%),46 (68%),31 (38%),18,20,9,8,7,26,2,1,0
Royal Espanyol,Rayo Vallecano,0,2,54%,46%,13,4,1,9,2,3,2,2,450,395,10,6,386 (85%),321 (81%),6 (17%),2 (25%),29 (56%),34 (36%),11,7,7,4,6,32,1,1,-2
Getafe CF,Atlético Madrid,0,3,42%,58%,10,12,1,5,3,6,0,5,385,543,7,10,305 (79%),469 (86%),9 (39%),3 (13%),42 (56%),39 (44%),11,20,9,10,21,18,2,0,-3
Athletic Bilbao,RCD Mallorca,0,0,64%,36%,23,10,7,2,7,2,1,0,471,272,19,3,388 (82%),183 (67%),10 (27%),1 (10%),24 (46%),42 (44%),10,19,4,11,14,27,2,6,0
UD Almería,Real Madrid,1,2,32%,68%,10,29,15,1,10,2,15,3,315,649,6,24,257 (81%),593 (91%),1 (16%),5 (20%),30 (45%),26 (63%),11,9,9,8,32,3,13,5,-1
València CF,Girona FC,1,0,46%,54%,17,8,2,1,0,4,4,1,352,397,12,2,285 (80%),331 (83%),2 (15%),6 (30%),23 (34%),32 (65%),14,13,8,5,15,10,1,2,1
Cádiz CF,Real Sociedad,0,1,40%,60%,15,2,5,3,6,4,0,4,291,461,3,10,216 (74%),373 (80%),4 (19%),4 (26%),39 (47%),26 (45%),20,25,8,8,20,27,6,1,-1
FC Barcelona,Rayo Vallecano,0,0,68%,32%,21,6,0,8,0,4,4,1,560,274,15,3,489 (87%),191 (69%),9 (37%),0 (0%),36 (65%),29 (32%),16,18,4,10,7,19,2,5,0
Real Valladolid,Villarreal CF,0,3,52%,48%,12,10,1,2,4,5,2,1,434,414,10,8,362 (83%),323 (78%),5 (22%),4 (50%),28 (40%),31 (45%),16,18,19,7,18,12,1,6,-3
Celta de Vigo,Royal Espanyol,2,2,60%,40%,10,2,3,0,1,3,3,1,539,356,7,3,443 (82%),272 (76%),1 (8%),2 (15%),26 (34%),41 (47%),19,18,9,22,21,17,0,1,0
CA Osasuna,Sevilla FC,2,1,34%,66%,12,10,4,3,1,0,5,2,255,518,8,7,201 (78%),450 (86%),2 (9%),4 (22%),35 (49%),44 (58%),11,12,5,6,20,23,2,3,1
