HomeTeam,AwayTeam,HG,AG,HP,AP,HTS,ATS,HBS,ABS,HC,AC,HOFF,AOFF,HTP,ATP,HKP,AKP,HAP,AAP,HAC,AAC,HALB,AALB,HT,AT,HT,AT,HT,AT,HGS,AGS,Resultado
ACF Fiorentina,Hellas Verona F. C.,2,0,44%,56%,15,10,1,3,7,3,2,4,292,371,12,7,196 (67%),258 (69%),2 (11%),5 (27%),38 (34%),37 (44%),19,18,8,6,22,19,1,7,2
Monza,Juventus de Turín,1,0,60%,40%,17,10,4,2,5,3,6,0,542,352,14,10,472 (87%),268 (76%),4 (20%),8 (44%),29 (42%),35 (41%),11,8,13,10,13,13,2,3,1
Udinese Calcio,Inter de Milán,3,1,50%,50%,20,16,9,3,7,4,1,2,333,421,12,10,251 (75%),336 (79%),3 (21%),7 (29%),31 (40%),23 (46%),22,17,11,6,21,17,3,4,2
Torino F. C.,US Sassuolo Calcio,0,1,56%,44%,12,10,7,3,4,3,3,0,521,381,10,9,442 (84%),293 (76%),5 (41%),3 (23%),33 (53%),33 (44%),15,15,10,8,14,14,4,3,-1
Spezia Calcio,U. C. Sampdoria,2,1,52%,48%,11,1,1,3,6,4,1,4,374,359,6,8,276 (73%),258 (71%),7 (31%),0 (0%),27 (41%),34 (38%),32,15,6,14,24,10,7,2,1
Bologna FC 1909,Empoli F. C.,0,1,60%,40%,16,12,4,3,5,8,4,0,397,252,14,9,313 (78%),167 (66%),10 (40%),7 (31%),28 (50%),26 (43%),14,18,7,7,13,24,4,3,-1
Salernitana,U.S. Lecce,1,2,57%,43%,13,0,3,4,5,6,0,1,494,368,7,9,417 (84%),294 (79%),7 (41%),3 (16%),23 (40%),28 (39%),11,16,8,10,13,19,2,4,-1
Juventus de Turín,Salernitana,2,2,61%,39%,23,11,11,4,3,0,1,8,572,376,17,8,505 (88%),292 (77%),7 (26%),0 (0%),47 (64%),36 (46%),10,15,14,10,7,16,3,5,0
S.S. Lazio,Hellas Verona F. C.,2,0,60%,40%,15,3,2,3,5,3,3,2,499,323,14,5,400 (80%),229 (70%),5 (41%),5 (23%),30 (37%),29 (40%),11,15,8,6,13,14,1,4,2
Bologna FC 1909,ACF Fiorentina,2,1,39%,61%,12,13,3,4,6,8,3,0,295,443,9,11,226 (76%),381 (86%),5 (33%),10 (27%),43 (47%),30 (49%),20,14,5,9,21,11,1,2,1
U.S. Lecce,Monza,1,1,52%,48%,3,1,8,5,1,0,3,3,373,341,4,1,304 (81%),263 (77%),5 (18%),3 (15%),39 (48%),23 (33%),14,15,6,5,14,23,0,2,0
US Sassuolo Calcio,Udinese Calcio,1,3,32%,68%,17,2,4,5,6,0,5,1,260,557,4,14,176 (67%),497 (89%),2 (18%),5 (27%),19 (26%),45 (65%),17,12,5,11,10,12,1,1,-2
Atalanta B. C.,Cremonese,1,1,58%,42%,14,5,2,3,3,2,0,3,460,336,13,3,351 (76%),223 (66%),3 (21%),2 (28%),39 (52%),21 (26%),13,25,15,20,9,20,3,5,0
U. C. Sampdoria,AC Milan,1,2,57%,43%,10,15,1,4,0,1,2,4,482,367,6,12,415 (86%),291 (79%),4 (26%),5 (50%),26 (48%),17 (24%),14,19,3,12,11,12,2,3,-1
Inter de Milán,Torino F. C.,1,0,57%,43%,16,6,2,6,5,1,1,1,493,374,13,8,417 (84%),290 (77%),4 (16%),1 (5%),27 (46%),17 (29%),18,14,9,12,14,18,7,2,1
S. S. C. Napoli,Spezia Calcio,1,0,64%,36%,28,10,14,5,10,5,5,1,520,300,26,7,469 (90%),232 (77%),5 (23%),1 (10%),23 (76%),22 (33%),13,15,10,5,11,19,1,5,1
Monza,Atalanta B. C.,0,2,60%,40%,10,13,1,0,4,9,0,1,557,366,6,12,456 (81%),286 (78%),2 (14%),4 (21%),22 (34%),33 (50%),16,14,13,14,15,16,5,3,-2
Salernitana,Empoli F. C.,2,2,52%,48%,15,11,8,3,6,7,4,1,419,384,9,7,346 (82%),300 (78%),6 (23%),2 (10%),34 (48%),20 (39%),21,19,11,4,21,22,3,2,0
Udinese Calcio,A. S. Roma,4,0,43%,57%,11,12,1,4,3,7,0,2,386,515,9,8,320 (82%),447 (86%),2 (18%),6 (37%),21 (36%),39 (72%),18,8,7,7,14,9,2,1,4
Hellas Verona F. C.,U. C. Sampdoria,2,1,50%,50%,17,11,5,3,7,2,4,2,350,365,16,8,233 (66%),244 (66%),3 (13%),2 (16%),36 (36%),33 (36%),20,16,6,12,17,20,2,8,1
Spezia Calcio,Bologna FC 1909,2,2,45%,55%,15,13,6,0,7,2,0,5,351,454,10,12,274 (78%),362 (79%),4 (16%),1 (10%),31 (45%),31 (46%),11,21,10,11,18,21,4,4,0
Cremonese,US Sassuolo Calcio,0,0,46%,54%,10,17,1,4,2,3,3,2,382,456,8,12,306 (80%),371 (81%),4 (21%),7 (38%),24 (41%),30 (41%),18,13,12,7,17,22,7,0,0
S.S. Lazio,S. S. C. Napoli,1,2,39%,61%,19,1,6,6,8,0,1,4,391,622,4,17,322 (82%),552 (88%),1 (10%),7 (31%),12 (27%),38 (50%),14,17,10,3,16,11,5,1,-1
AC Milan,Inter de Milán,3,2,48%,52%,21,16,12,4,7,2,5,2,381,408,16,13,315 (82%),332 (81%),6 (60%),2 (13%),33 (42%),22 (37%),11,8,12,8,14,3,3,2,1
ACF Fiorentina,Juventus de Turín,1,1,60%,40%,17,6,1,10,2,0,1,1,479,341,12,2,435 (90%),290 (85%),10 (24%),3 (37%),34 (79%),19 (41%),18,11,10,14,6,20,0,4,0
Bologna FC 1909,Salernitana,1,1,46%,54%,11,20,2,8,1,0,1,8,374,417,9,15,283 (75%),314 (75%),4 (25%),9 (33%),21 (31%),31 (43%),15,13,11,7,24,23,3,3,0
Juventus de Turín,Spezia Calcio,2,0,51%,49%,15,5,7,7,3,1,2,0,467,447,13,7,385 (82%),364 (81%),6 (50%),3 (16%),55 (61%),29 (46%),22,21,12,6,22,12,0,1,2
S. S. C. Napoli,U.S. Lecce,1,1,71%,29%,19,4,1,6,4,4,3,1,654,265,14,7,569 (87%),193 (72%),5 (20%),1 (10%),33 (60%),17 (23%),20,26,7,18,13,33,3,6,0
Empoli F. C.,Hellas Verona F. C.,1,1,51%,49%,16,8,2,7,10,2,1,0,350,326,11,6,244 (69%),232 (71%),11 (47%),8 (32%),27 (27%),17 (30%),18,24,10,6,20,27,2,3,0
U. C. Sampdoria,S.S. Lazio,1,1,44%,56%,10,13,3,4,5,7,2,2,485,621,7,10,419 (86%),550 (88%),3 (16%),2 (11%),30 (60%),26 (52%),6,9,8,4,16,12,5,2,0
Udinese Calcio,ACF Fiorentina,1,0,26%,74%,12,2,5,3,7,5,0,1,233,666,7,10,165 (70%),593 (89%),1 (14%),7 (35%),25 (37%),55 (63%),21,10,9,3,20,13,2,2,1
Inter de Milán,Cremonese,3,1,53%,47%,18,11,4,3,7,6,2,2,462,404,15,9,400 (86%),330 (81%),6 (33%),6 (31%),46 (63%),14 (31%),10,16,12,10,23,14,3,4,2
A. S. Roma,Monza,3,0,39%,61%,15,13,4,4,5,4,2,1,390,595,13,12,329 (84%),546 (91%),3 (37%),9 (40%),39 (75%),18 (66%),19,11,9,10,11,9,1,5,3
US Sassuolo Calcio,AC Milan,0,0,37%,63%,11,2,4,3,8,3,1,5,267,448,5,7,191 (71%),360 (80%),1 (8%),3 (13%),29 (36%),37 (52%),9,10,5,4,27,10,2,3,0
U.S. Lecce,Empoli F. C.,1,1,40%,60%,15,5,1,3,5,4,1,1,302,464,12,4,233 (77%),371 (79%),4 (14%),3 (20%),32 (45%),25 (30%),15,11,12,7,14,28,2,4,0
Hellas Verona F. C.,Atalanta B. C.,0,1,49%,51%,14,15,10,2,3,7,7,2,372,379,11,12,270 (72%),273 (72%),5 (29%),1 (6%),42 (41%),39 (40%),17,15,9,12,14,21,6,2,-1
Salernitana,U. C. Sampdoria,4,0,45%,55%,17,1,5,6,3,1,4,2,386,488,7,13,308 (79%),412 (84%),5 (25%),4 (33%),26 (38%),29 (46%),13,23,11,6,9,13,6,2,4
AC Milan,Bologna FC 1909,2,0,48%,52%,19,6,2,6,1,2,2,2,421,475,16,7,351 (83%),389 (81%),5 (26%),1 (25%),29 (42%),41 (53%),21,21,13,5,2,11,1,5,2
Spezia Calcio,US Sassuolo Calcio,2,2,42%,58%,21,1,4,1,0,2,6,3,399,543,5,18,301 (75%),451 (83%),4 (40%),12 (54%),18 (22%),34 (53%),14,15,5,9,25,12,6,0,0
Cremonese,Torino F. C.,1,2,53%,47%,16,14,5,5,3,3,1,0,377,346,11,11,270 (71%),234 (67%),6 (24%),5 (41%),35 (42%),31 (35%),21,11,10,13,20,27,4,5,-1
Juventus de Turín,A. S. Roma,1,1,57%,43%,14,3,2,4,5,0,1,2,502,392,8,5,442 (88%),318 (81%),3 (10%),3 (33%),23 (60%),22 (32%),18,12,6,16,13,27,3,2,0
S.S. Lazio,Inter de Milán,3,1,48%,52%,11,19,10,1,2,2,4,2,503,539,11,17,442 (87%),481 (89%),2 (20%),10 (43%),39 (63%),20 (51%),18,15,7,6,19,9,6,4,2
Monza,Udinese Calcio,1,2,56%,44%,10,15,4,7,3,5,4,4,469,368,9,13,416 (88%),305 (82%),7 (53%),4 (33%),30 (58%),31 (55%),12,22,7,9,14,9,2,4,-1
A. S. Roma,Cremonese,1,0,49%,51%,27,14,12,9,2,5,6,1,389,394,20,9,305 (78%),320 (81%),6 (42%),6 (22%),44 (63%),16 (32%),16,19,6,16,20,9,3,10,1
Atalanta B. C.,AC Milan,1,1,37%,63%,11,18,2,2,4,6,0,3,343,519,10,17,270 (78%),448 (86%),5 (35%),5 (26%),34 (44%),34 (48%),14,10,7,7,19,7,6,1,0
Bologna FC 1909,Hellas Verona F. C.,1,1,50%,50%,17,19,5,8,9,8,1,5,352,309,11,16,254 (72%),219 (70%),6 (37%),8 (30%),26 (31%),30 (40%),12,13,5,13,25,16,2,4,0
Empoli F. C.,ACF Fiorentina,0,0,38%,62%,19,0,8,1,9,1,1,1,295,481,4,14,219 (74%),418 (86%),1 (16%),8 (27%),17 (32%),43 (67%),14,15,14,7,24,9,2,2,0
S. S. C. Napoli,Monza,4,0,57%,43%,22,9,0,10,4,1,0,2,489,410,17,3,436 (89%),349 (85%),9 (50%),3 (17%),33 (73%),14 (38%),12,17,4,8,15,14,2,1,4
Inter de Milán,Spezia Calcio,3,0,54%,46%,19,3,1,10,4,5,1,503,503,420,11,1,446 (88%),355 (84%),5 (23%),4 (36%),41 (59%),13 (31%),17,14,8,7,6,17,0,5,3
US Sassuolo Calcio,U.S. Lecce,1,0,59%,41%,12,5,2,5,4,0,4,5,511,341,8,4,439 (85%),279 (81%),2 (15%),5 (25%),52 (69%),30 (50%),4,18,8,10,11,22,1,2,1
Torino F. C.,S.S. Lazio,0,0,53%,47%,10,2,3,6,4,4,0,0,483,427,8,4,403 (83%),335 (78%),6 (37%),0 (0%),29 (42%),37 (35%),7,17,8,6,10,16,2,1,0
Udinese Calcio,Salernitana,0,0,47%,53%,15,17,8,3,6,6,0,1,377,412,8,12,281 (74%),337 (81%),2 (18%),5 (19%),26 (38%),41 (53%),18,15,7,14,18,16,6,2,0
Hellas Verona F. C.,S. S. C. Napoli,2,5,34%,66%,25,11,0,6,4,8,1,2,260,516,4,21,187 (71%),441 (85%),4 (28%),8 (40%),26 (34%),31 (62%),19,11,9,12,20,12,3,1,-3
Spezia Calcio,Empoli F. C.,1,0,41%,59%,18,1,5,6,4,3,1,2,355,519,6,15,275 (77%),416 (80%),3 (14%),4 (14%),32 (41%),42 (52%),23,14,17,10,27,16,5,1,1
Salernitana,A. S. Roma,0,1,52%,48%,13,20,6,6,4,2,1,3,449,418,9,13,375 (83%),345 (82%),5 (45%),2 (22%),23 (41%),23 (41%),16,17,9,9,12,9,3,2,-1
S.S. Lazio,Bologna FC 1909,2,1,41%,59%,11,1,2,0,1,3,2,3,307,450,8,5,247 (80%),387 (86%),3 (30%),3 (30%),34 (53%),30 (43%),15,13,4,8,9,18,2,5,1
ACF Fiorentina,Cremonese,3,2,75%,25%,28,13,11,10,6,11,4,1,569,191,22,6,507 (89%),121 (63%),12 (34%),4 (30%),81 (75%),9 (15%),12,24,6,7,10,25,2,8,1
Monza,Torino F. C.,1,2,54%,46%,15,13,4,4,2,7,1,5,447,377,12,11,365 (81%),307 (81%),5 (35%),4 (25%),32 (43%),17 (34%),13,14,11,5,14,11,4,3,-1
U.S. Lecce,Inter de Milán,1,2,30%,70%,10,19,2,5,6,8,2,3,254,603,7,13,184 (72%),523 (86%),3 (23%),8 (25%),23 (31%),26 (45%),9,12,13,8,41,8,7,3,-1
AC Milan,Udinese Calcio,4,2,59%,41%,14,2,1,1,0,5,1,0,502,343,8,9,429 (85%),278 (81%),4 (19%),4 (36%),37 (46%),37 (67%),23,13,8,11,5,19,2,1,2
U. C. Sampdoria,Atalanta B. C.,0,2,55%,45%,11,5,3,3,2,1,2,4,455,371,6,8,363 (79%),285 (76%),4 (21%),2 (22%),31 (46%),32 (36%),18,19,11,11,6,19,1,1,-2
