Date,HomeTeam,AwayTeam,HG,AG,HxG,AxG,HP,AP,HTS,ATS,HSI,ASI,HSO,ASO,HBS,ABS,HFK,AFK,HC,AC,HOFF,AOFF,HTI,ATI,HGS,AGS,HF,AF,HRC,ARC,HYC,AYC,HTP,ATP,HPC,APC,HT,AT,HA,AA,HDA,ADA,HClC,AClC,HCrC,ACrC,HDC,ADC,Resultado
21.01.2024 11:30,Celta de Vigo,Real Sociedad,0.7,1.3,1.5,1.3,50,55.8,15.8,12.4,4.1,3.4,7.2,5.2,4.4,3.8,15.6,15.7,7.2,4.7,1.9,2.9,20.8,19.8,3.1,3.3,13.3,17.1,0.4,0,2.4,2.8,,,,,,,108.2,107.3,55.6,43.8,,,,,,,
21.01.2024 11:30,Girona,Sevilla,2.3,1.1,1.6,0.6,61.6,56.4,12.9,13.2,5.1,4.1,5.2,6.2,2.6,2.9,13.4,14.6,4.4,5.1,2.7,2,16.2,24.3,3,3.1,10.9,12.2,0,0.2,1.7,2.7,,,,,,,114.6,113.8,54.6,53.7,,,,,,,
21.01.2024 11:30,Granada,Atlético de Madrid,1.3,1.6,1.3,1.3,44.8,51.8,12.2,9.8,5,4.5,5,2.5,2.2,2.8,16.7,13.8,3.8,4.8,2,3.1,21.3,17.2,3.9,2.5,12.3,10.9,0.1,0.1,2.2,2.8,,,,,,,81.3,97.8,39.6,37.8,,,,,,,
21.01.2024 11:30,Osasuna,Getafe,0.9,1.5,1.1,1.2,47.8,39,12.8,11.4,3.7,4.4,5.2,4.7,3.9,2.3,14.3,16.5,5.3,3.5,1.4,1.2,24.3,18.7,1.8,4.4,14.4,17.4,0.3,0.2,2.3,4.1,,,,,,,122.8,95.1,61.7,40.9,,,,,,,
21.01.2024 11:30,Rayo Vallecano,Las Palmas,1,0.6,1.2,0.7,51.8,56.1,15,10,5.6,2.6,6.1,4.9,3.3,2.5,15.7,17.4,5.4,3.2,2.2,2.3,21.7,16.4,2.7,5,16.9,10.9,0,0,2.3,2.4,,,,,,,106.1,104.6,48.4,42.4,,,,,,,
21.01.2024 11:30,Real Betis,Barcelona,1.3,1.6,1.4,2,50.8,67.1,15.8,14.9,4.4,6.1,7.2,5.1,4.1,3.6,16.2,18.2,6,5.1,2.2,2.2,16.4,19,2,2.8,11.3,10.9,0,0.1,2,2.4,,,,,,,99.6,125.1,50.6,54.9,,,,,,,
21.01.2024 11:30,Real Madrid,Almería,2.6,1,2.2,1.1,61.5,42.1,19.2,10.7,7.9,3.7,6.4,4.6,5,2.4,13.9,13.6,7.8,5.3,3.8,1.9,16.2,19.4,1.4,3.6,10.2,11.9,0,0.1,1.9,2.4,,,,,,,120.9,82,66.2,32.8,,,,,,,
21.01.2024 11:30,Valencia,Athletic Club,1.1,1.1,1.1,1.3,47.6,47.9,11,13.4,3.5,3.9,4.8,6.1,2.8,3.4,12.8,14.1,3.8,5.4,2,2.2,22.4,20.2,2.1,3.6,13.8,14,0.1,0.1,1.9,2.5,,,,,,,110,102.1,43.8,46.2,,,,,,,
21.01.2024 11:30,Villarreal,Mallorca,1.7,1,1.8,1.3,53.8,40.9,13.5,11.9,4.6,3.4,4.4,5.8,4.5,2.7,15,12.1,5.9,3.1,3.3,2.3,20.5,21.3,4.3,2.6,12.8,17.2,0,0.1,2.5,3.3,,,,,,,105.6,86.3,51.9,31.2,,,,,,,
28.01.2024 11:30,Almería,Alavés,1.1,0.4,1.6,1,53,41.8,14.8,11.9,5.3,3.4,6.6,5.6,2.9,2.9,15.7,14.2,4.8,3.8,2.4,1.4,19.8,18.9,2.8,3.2,13.3,12,0,0,1.9,2.1,,,,,,,104.6,92.4,44,39.8,,,,,,,
28.01.2024 11:30,Atlético de Madrid,Valencia,2.3,1,2.1,0.9,51.8,42.5,14.5,8.7,5.6,3.2,5.8,3.5,3.1,2,11.3,16.9,4.2,2.6,3.6,1,17.8,21.7,3.1,3.4,10,13.3,0.2,0.3,2.2,2.5,,,,,,,103.1,93.1,53.9,31.6,,,,,,,
28.01.2024 11:30,Barcelona,Villarreal,2.1,1.1,2.4,1,63.6,50.1,18.6,7.9,7,3.6,7.1,2.8,4.5,1.5,15,17.5,7.3,3.5,2,1.4,17.8,15.2,2.6,4.6,11.6,13.2,0,0.4,2.5,3.4,,,,,,,123.2,80.9,62.4,31.1,,,,,,,
